Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Profit Margin %,Order Year,Order Month,Order Quarter,Order Weekday,Factory,Factory Latitude,Factory Longitude,Customer Latitude,Customer Longitude,Distance to Lot's O' Nuts (KM),Distance to Wicked Choccy's (KM),Distance to Sugar Shack (KM),Distance to Secret Factory (KM),Distance to The Other Factory (KM),Nearest Factory,Nearest Factory Distance KM,Reallocation Needed
6280,US-2023-124527-CHO-FUD-51000,2025-11-16,2029-05-09,First Class,124527,United States,Roseville,California,95661,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Sunday,Lot's O' Nuts,32.881893,-111.768036,38.7346,-121.234,1072.37,3682.69,2262.14,2612.47,2794.16,Lot's O' Nuts,1072.37,False
6281,US-2023-154508-CHO-MIL-31000,2025-11-16,2029-05-12,Standard Class,154508,United States,Carlsbad,New Mexico,88220,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,11,4,Sunday,Wicked Choccy's,32.076176,-81.088371,32.4119,-104.2395,706.66,2173.34,1873.07,1573.43,1351.53,Lot's O' Nuts,706.66,True
6282,US-2023-150658-CHO-SCR-58000,2025-11-17,2029-05-14,Standard Class,150658,United States,Carlsbad,New Mexico,88220,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,11,4,Monday,Lot's O' Nuts,32.881893,-111.768036,32.4119,-104.2395,706.66,2173.34,1873.07,1573.43,1351.53,Lot's O' Nuts,706.66,False
6283,US-2023-134110-CHO-SCR-58000,2025-11-17,2029-05-10,First Class,134110,United States,The Colony,Texas,75056,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2025,11,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.094,-96.8836,1387.29,1482.8,1671.75,1083.27,674.85,The Other Factory,674.85,True
6284,US-2023-118500-CHO-TRI-54000,2025-11-17,2029-05-10,First Class,118500,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2025,11,4,Monday,Wicked Choccy's,32.076176,-81.088371,37.7593,-122.4836,1112.18,3795.6,2414.27,2749.22,2908.58,Lot's O' Nuts,1112.18,True
6285,US-2023-134110-CHO-SCR-58000,2025-11-17,2029-05-10,First Class,134110,United States,The Colony,Texas,75056,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,11,4,Monday,Lot's O' Nuts,32.881893,-111.768036,33.094,-96.8836,1387.29,1482.8,1671.75,1083.27,674.85,The Other Factory,674.85,True
6286,US-2023-115378-CHO-NUT-13000,2025-11-18,2029-05-15,Second Class,115378,United States,Taylor,Michigan,48180,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,42.2317,-83.2673,2702.73,1145.52,1203.09,610.68,981.34,Secret Factory,610.68,True
6287,US-2023-119963-CHO-MIL-31000,2025-11-18,2029-05-14,Standard Class,119963,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,29.7009,-95.1989,1611.78,1371.06,2049.73,1371.03,776.64,The Other Factory,776.64,True
6288,US-2023-166226-CHO-NUT-13000,2025-11-18,2029-05-14,Standard Class,166226,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,34.0116,-118.3411,622.54,3459.92,2415.82,2565.68,2591.92,Lot's O' Nuts,622.54,False
6289,US-2023-158575-CHO-MIL-31000,2025-11-18,2029-05-16,Standard Class,158575,United States,Kent,Ohio,44240,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,41.1449,-81.3498,2835.7,1008.66,1402.95,770.27,1007.92,Secret Factory,770.27,True
6290,US-2023-119963-CHO-MIL-31000,2025-11-18,2029-05-14,Standard Class,119963,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,29.7009,-95.1989,1611.78,1371.06,2049.73,1371.03,776.64,The Other Factory,776.64,True
6291,US-2023-108630-CHO-MIL-31000,2025-11-18,2029-05-10,Same Day,108630,United States,Concord,California,94521,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,37.9575,-121.975,1082.51,3749.92,2365.32,2699.89,2862.54,Lot's O' Nuts,1082.51,True
6292,US-2023-119963-CHO-NUT-13000,2025-11-18,2029-05-14,Standard Class,119963,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,29.7009,-95.1989,1611.78,1371.06,2049.73,1371.03,776.64,The Other Factory,776.64,True
6293,US-2023-119963-CHO-NUT-13000,2025-11-18,2029-05-14,Standard Class,119963,United States,Pasadena,Texas,77506,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,29.7009,-95.1989,1611.78,1371.06,2049.73,1371.03,776.64,The Other Factory,776.64,True
6294,US-2023-136812-CHO-TRI-54000,2025-11-18,2029-05-15,Standard Class,136812,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,35.5835,-97.5638,1338.61,1568.87,1398.53,891.41,690.38,The Other Factory,690.38,True
6295,US-2023-103464-CHO-FUD-51000,2025-11-18,2029-05-14,Standard Class,103464,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,32.7423,-117.0947,497.99,3364.47,2445.84,2531.38,2508.57,Lot's O' Nuts,497.99,False
6296,US-2023-138408-CHO-MIL-31000,2025-11-18,2029-05-13,Second Class,138408,United States,Huntsville,Alabama,35810,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2025,11,4,Tuesday,Wicked Choccy's,32.076176,-81.088371,34.7784,-86.6091,2327.36,593.8,1681.29,818.01,308.72,The Other Factory,308.72,True
6297,US-2023-166226-CHO-NUT-13000,2025-11-18,2029-05-14,Standard Class,166226,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2025,11,4,Tuesday,Lot's O' Nuts,32.881893,-111.768036,34.0116,-118.3411,622.54,3459.92,2415.82,2565.68,2591.92,Lot's O' Nuts,622.54,False
6298,US-2023-110156-CHO-NUT-13000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6299,US-2023-126858-CHO-TRI-54000,2025-11-19,2029-05-15,Standard Class,126858,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,47.6849,-122.2968,1868.7,3861.93,1938.02,2587.57,3006.57,Lot's O' Nuts,1868.7,True
6300,US-2023-130778-CHO-MIL-31000,2025-11-19,2029-05-17,Standard Class,130778,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,40.5877,-73.6595,3473.4,1155.96,1967.16,1419.33,1552.86,Wicked Choccy's,1155.96,False
6301,US-2023-111143-CHO-TRI-54000,2025-11-19,2029-05-14,First Class,111143,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,39.743,-86.1179,2411.69,964.95,1229.51,420.51,616.53,Secret Factory,420.51,True
6302,US-2023-157364-CHO-MIL-31000,2025-11-19,2029-05-13,First Class,157364,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,34.7375,-77.4628,3160.89,448.08,2145.44,1365.6,1140.37,Wicked Choccy's,448.08,False
6303,US-2023-113138-SUG-SWE-91000,2025-11-19,2029-05-17,Standard Class,113138,United States,Niagara Falls,New York,14304,Sugar,Atlantic,SUG-SWE-91000,SweeTARTS,9.0,6,4.2,4.8,46.66666666666666,2025,11,4,Wednesday,Sugar Shack,48.11914,-96.18115,43.0908,-78.9644,3066.69,1238.87,1447.33,971.1,1297.15,Secret Factory,971.1,True
6304,US-2023-113138-CHO-SCR-58000,2025-11-19,2029-05-17,Standard Class,113138,United States,Niagara Falls,New York,14304,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,43.0908,-78.9644,3066.69,1238.87,1447.33,971.1,1297.15,Secret Factory,971.1,True
6305,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6306,US-2023-164511-CHO-NUT-13000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,40.7864,-73.9764,3447.55,1157.86,1932.75,1389.5,1534.52,Wicked Choccy's,1157.86,True
6307,US-2023-110156-CHO-FUD-51000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6308,US-2023-110156-CHO-MIL-31000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6309,US-2023-110156-CHO-NUT-13000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,41.88,12,29.88,12.0,71.34670487106017,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6310,US-2023-130778-CHO-FUD-51000,2025-11-19,2029-05-17,Standard Class,130778,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,40.5877,-73.6595,3473.4,1155.96,1967.16,1419.33,1552.86,Wicked Choccy's,1155.96,True
6311,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6312,US-2023-110156-CHO-FUD-51000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6313,US-2023-164511-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,40.7864,-73.9764,3447.55,1157.86,1932.75,1389.5,1534.52,Wicked Choccy's,1157.86,False
6314,US-2023-164511-CHO-SCR-58000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2025,11,4,Wednesday,Lot's O' Nuts,32.881893,-111.768036,40.7864,-73.9764,3447.55,1157.86,1932.75,1389.5,1534.52,Wicked Choccy's,1157.86,True
6315,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2025,11,4,Wednesday,Wicked Choccy's,32.076176,-81.088371,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6316,US-2023-113845-CHO-NUT-13000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,28.4871,-81.4082,2933.7,400.27,2525.19,1662.81,1093.83,Wicked Choccy's,400.27,True
6317,US-2023-110772-CHO-MIL-31000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6318,US-2023-127971-CHO-MIL-31000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,29.8941,-95.6481,1564.09,1407.84,2027.04,1363.45,787.56,The Other Factory,787.56,True
6319,US-2023-127971-CHO-NUT-13000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,29.8941,-95.6481,1564.09,1407.84,2027.04,1363.45,787.56,The Other Factory,787.56,True
6320,US-2023-145492-CHO-MIL-31000,2025-11-20,2029-05-19,Standard Class,145492,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,34.0762,-118.3029,620.34,3455.56,2408.17,2559.29,2587.12,Lot's O' Nuts,620.34,True
6321,US-2023-100041-CHO-MIL-31000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.2055,-85.9317,2417.46,905.17,1286.91,465.07,578.44,Secret Factory,465.07,True
6322,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.2418,-84.5437,2536.36,855.56,1357.28,565.98,664.22,Secret Factory,565.98,True
6323,US-2023-121356-CHO-MIL-31000,2025-11-20,2029-05-16,Standard Class,121356,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.7011,-75.7375,3293.57,974.82,1877.83,1265.7,1354.59,Wicked Choccy's,974.82,False
6324,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.2418,-84.5437,2536.36,855.56,1357.28,565.98,664.22,Secret Factory,565.98,True
6325,US-2023-110772-CHO-NUT-13000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.34670487106017,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6326,US-2023-114104-CHO-FUD-51000,2025-11-20,2029-05-16,Standard Class,114104,United States,Edmond,Oklahoma,73034,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,35.6665,-97.4798,1347.55,1562.98,1388.78,879.47,683.2,The Other Factory,683.2,True
6327,US-2023-110772-CHO-TRI-54000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,65.33333333333334,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6328,US-2023-100041-CHO-FUD-51000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,39.2055,-85.9317,2417.46,905.17,1286.91,465.07,578.44,Secret Factory,465.07,True
6329,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,39.2418,-84.5437,2536.36,855.56,1357.28,565.98,664.22,Secret Factory,565.98,True
6330,US-2023-100041-CHO-SCR-58000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,39.2055,-85.9317,2417.46,905.17,1286.91,465.07,578.44,Secret Factory,465.07,True
6331,US-2023-113845-CHO-FUD-51000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,28.4871,-81.4082,2933.7,400.27,2525.19,1662.81,1093.83,Wicked Choccy's,400.27,True
6332,US-2023-110772-CHO-TRI-54000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6333,US-2023-142615-CHO-TRI-54000,2025-11-20,2029-05-16,Standard Class,142615,United States,Montebello,California,90640,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Thursday,Wicked Choccy's,32.076176,-81.088371,34.0133,-118.113,601.87,3439.03,2401.41,2546.86,2571.23,Lot's O' Nuts,601.87,True
6334,US-2023-127971-CHO-SCR-58000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,29.8941,-95.6481,1564.09,1407.84,2027.04,1363.45,787.56,The Other Factory,787.56,True
6335,US-2023-113845-CHO-NUT-13000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,28.4871,-81.4082,2933.7,400.27,2525.19,1662.81,1093.83,Wicked Choccy's,400.27,True
6336,US-2023-114104-CHO-NUT-13000,2025-11-20,2029-05-16,Standard Class,114104,United States,Edmond,Oklahoma,73034,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.34670487106017,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,35.6665,-97.4798,1347.55,1562.98,1388.78,879.47,683.2,The Other Factory,683.2,True
6337,US-2023-107790-CHO-SCR-58000,2025-11-20,2029-05-16,Standard Class,107790,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2025,11,4,Thursday,Lot's O' Nuts,32.881893,-111.768036,29.8602,-95.5817,1571.3,1402.51,2030.95,1365.05,786.23,The Other Factory,786.23,True
6338,US-2023-113425-CHO-FUD-51000,2025-11-21,2029-05-13,Same Day,113425,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2025,11,4,Friday,Lot's O' Nuts,32.881893,-111.768036,40.7262,-73.9796,3447.0,1152.26,1936.11,1390.23,1532.08,Wicked Choccy's,1152.26,True
6339,US-2023-140018-CHO-MIL-31000,2025-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Friday,Wicked Choccy's,32.076176,-81.088371,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6340,US-2023-114293-CHO-NUT-13000,2025-11-21,2029-05-18,Standard Class,114293,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2025,11,4,Friday,Lot's O' Nuts,32.881893,-111.768036,45.5154,-122.4203,1674.74,3829.63,2007.51,2592.04,2958.73,Lot's O' Nuts,1674.74,False
6341,US-2023-140018-CHO-MIL-31000,2025-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2025,11,4,Friday,Wicked Choccy's,32.076176,-81.088371,40.0839,-82.9726,2682.53,906.31,1378.89,656.92,827.2,Secret Factory,656.92,True
6342,US-2023-114895-CHO-TRI-54000,2025-11-21,2029-05-20,Standard Class,114895,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2025,11,4,Friday,Wicked Choccy's,32.076176,-81.088371,40.8011,-73.9371,3450.93,1161.12,1934.67,1392.53,1538.18,Wicked Choccy's,1161.12,False
6343,US-2023-146157-CHO-FUD-51000,2025-11-21,2029-05-18,Standard Class,146157,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2025,11,4,Friday,Lot's O' Nuts,32.881893,-111.768036,41.9033,-87.6336,2345.48,1236.77,962.82,248.74,781.39,Secret Factory,248.74,True
6344,US-2023-114482-CHO-TRI-54000,2025-11-21,2029-05-17,Second Class,114482,United States,Des Moines,Iowa,50315,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2025,11,4,Friday,Wicked Choccy's,32.076176,-81.088371,41.5444,-93.6192,1867.99,1530.85,758.36,254.55,782.08,Secret Factory,254.55,True
6345,US-2023-152646-CHO-FUD-51000,2025-11-21,2029-05-18,Standard Class,152646,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2025,11,4,Friday,Lot's O' Nuts,32.881893,-111.768036,34.066,-118.474,635.64,3471.34,2419.75,2573.86,2602.82,Lot's O' Nuts,635.64,False
